txn_id,amount,upi_gps_lat,upi_gps_long,telecom_cell_lat,telecom_cell_long,timestamp,target_atm_id,GEO_DISTANCE_KM,IMPLIED_SPEED_KMH,FRAUD_ALERT,THREAT_LEVEL
TXN100875,6736.09,18.517948,73.853203,21.447818,71.735415,2026-08-09 21:06:45,ATM-PN-0033,393.83,11814.81,True,CRITICAL
TXN100462,17483.27,18.52658,73.850607,18.530098,73.849618,2026-08-09 21:25:44,ATM-PN-0012,0.4,12.15,False,NORMAL
TXN100046,21337.55,18.527994,73.847339,18.530502,73.850043,2026-08-09 21:39:46,ATM-PN-0008,0.4,11.96,False,NORMAL
TXN100169,5494.39,18.50642,73.863057,18.765319,74.827199,2026-08-09 22:45:05,ATM-PN-0003,105.59,3167.61,True,CRITICAL
TXN100645,9140.17,18.529219,73.867755,18.52963,73.87416,2026-08-09 23:17:17,ATM-PN-0045,0.68,20.3,False,NORMAL
TXN100789,2740.31,18.534575,73.860562,18.540431,73.851212,2026-08-09 23:21:22,ATM-PN-0027,1.18,35.44,False,NORMAL
TXN100783,22549.4,18.503624,73.84304,18.505162,73.848018,2026-08-09 23:42:35,ATM-PN-0025,0.55,16.56,False,NORMAL
TXN100471,16017.36,18.514765,73.846783,18.514171,73.847721,2026-08-10 00:31:51,ATM-PN-0042,0.12,3.57,False,NORMAL
TXN100384,1132.14,18.503735,73.836914,18.493259,73.842773,2026-08-10 00:42:53,ATM-PN-0007,1.32,39.56,False,NORMAL
TXN100606,33354.98,18.509259,73.852682,18.507001,73.850125,2026-08-10 00:55:37,ATM-PN-0043,0.37,11.05,False,NORMAL
TXN100170,27218.11,18.514982,73.853754,18.514428,73.85399,2026-08-10 01:49:00,ATM-PN-0049,0.07,1.99,False,NORMAL
TXN100366,33353.68,18.51001,73.845409,18.500254,73.846583,2026-08-10 04:38:45,ATM-PN-0042,1.09,32.76,False,NORMAL
TXN100313,24074.98,18.504343,73.864337,18.509065,73.859757,2026-08-10 04:42:51,ATM-PN-0006,0.71,21.4,False,NORMAL
TXN100946,24826.96,18.52925,73.867895,18.146657,71.283956,2026-08-10 04:52:17,ATM-PN-0027,276.03,8280.77,True,CRITICAL
TXN100212,25577.33,18.525764,73.836884,18.520505,73.84087,2026-08-10 06:23:04,ATM-PN-0045,0.72,21.6,False,NORMAL
TXN100327,48045.76,18.53021,73.857906,18.52398,73.86022,2026-08-10 06:33:11,ATM-PN-0031,0.73,22.03,False,NORMAL
TXN100533,49801.72,18.519867,73.842584,18.518316,73.847378,2026-08-10 07:34:52,ATM-PN-0033,0.53,16.02,False,NORMAL
TXN100343,9427.66,18.537647,73.855204,18.538903,73.853651,2026-08-10 08:41:25,ATM-PN-0006,0.22,6.46,False,NORMAL
TXN100615,24075.18,18.527252,73.860765,18.521051,73.861749,2026-08-10 10:19:52,ATM-PN-0049,0.7,20.92,False,NORMAL
TXN100981,41480.29,18.49348,73.862117,16.500288,77.512406,2026-08-10 11:16:25,ATM-PN-0014,446.04,13381.31,True,CRITICAL
TXN100109,6115.71,18.498137,73.849964,18.498158,73.85922,2026-08-10 13:23:53,ATM-PN-0048,0.98,29.28,False,NORMAL
TXN100564,26506.87,18.535372,73.857896,18.532034,73.865828,2026-08-10 13:26:50,ATM-PN-0040,0.91,27.45,False,NORMAL
TXN100005,9171.94,18.539123,73.852328,18.539763,73.844142,2026-08-10 14:48:12,ATM-PN-0034,0.87,25.98,False,NORMAL
TXN100098,2694.62,18.520165,73.841014,18.515242,73.850114,2026-08-10 14:54:40,ATM-PN-0035,1.1,33.14,False,NORMAL
TXN100238,38559.77,18.513809,73.857918,18.514091,73.856883,2026-08-10 15:33:15,ATM-PN-0026,0.11,3.41,False,NORMAL
TXN100866,4549.54,18.51575,73.864262,18.515773,73.864332,2026-08-10 17:56:50,ATM-PN-0037,0.01,0.23,False,NORMAL
TXN100096,27432.06,18.520364,73.870787,18.52503,73.869304,2026-08-10 18:41:14,ATM-PN-0033,0.54,16.26,False,NORMAL
TXN100976,15884.55,18.497115,73.845952,18.496694,73.840553,2026-08-10 20:45:00,ATM-PN-0038,0.57,17.14,False,NORMAL
TXN100505,41270.33,18.511566,73.860575,17.978459,71.757124,2026-08-10 23:54:35,ATM-PN-0018,229.91,6897.18,True,CRITICAL
TXN100520,7826.61,18.525243,73.831958,18.526565,73.825962,2026-08-11 00:09:47,ATM-PN-0022,0.65,19.47,False,NORMAL
TXN100382,32679.28,18.515065,73.854953,18.524089,73.853832,2026-08-11 00:46:18,ATM-PN-0012,1.01,30.31,False,NORMAL
TXN100994,35186.72,18.523026,73.854714,18.51701,73.859006,2026-08-11 01:21:22,ATM-PN-0026,0.81,24.23,False,NORMAL
TXN100864,46968.59,18.500545,73.854358,18.512619,73.85866,2026-08-11 01:48:54,ATM-PN-0028,1.42,42.51,False,NORMAL
TXN100376,38721.19,18.538843,73.867749,18.529243,73.861428,2026-08-11 01:53:26,ATM-PN-0029,1.26,37.75,False,NORMAL
TXN100811,41048.46,18.524921,73.83313,18.523555,73.834791,2026-08-11 02:03:28,ATM-PN-0008,0.23,6.95,False,NORMAL
TXN100565,9405.41,18.521929,73.86338,18.5134,73.863804,2026-08-11 03:57:37,ATM-PN-0040,0.95,28.48,False,NORMAL
TXN100810,8273.11,18.54124,73.862089,18.551215,73.855503,2026-08-11 05:00:17,ATM-PN-0019,1.31,39.26,False,NORMAL
TXN100643,8308.81,18.514976,73.852054,18.508892,73.858379,2026-08-11 05:46:05,ATM-PN-0032,0.95,28.5,False,NORMAL
TXN100568,6134.92,18.519693,73.876973,18.520486,73.869179,2026-08-11 06:15:39,ATM-PN-0022,0.83,24.79,False,NORMAL
TXN100147,24047.13,18.52884,73.863614,18.535296,73.857271,2026-08-11 06:18:02,ATM-PN-0042,0.98,29.43,False,NORMAL
TXN100115,20834.36,18.522545,73.854614,18.512943,73.855979,2026-08-11 06:18:10,ATM-PN-0027,1.08,32.32,False,NORMAL
TXN100690,37122.87,18.510212,73.864591,18.502309,73.864901,2026-08-11 06:28:39,ATM-PN-0015,0.88,26.38,False,NORMAL
TXN100965,9802.78,18.502462,73.868854,18.496973,73.872369,2026-08-11 07:37:09,ATM-PN-0041,0.71,21.42,False,NORMAL
TXN100396,17627.36,18.503966,73.85414,20.718879,75.906063,2026-08-11 08:17:51,ATM-PN-0016,326.87,9806.06,True,CRITICAL
TXN100270,1683.56,18.519497,73.829741,18.521351,73.828857,2026-08-11 08:34:52,ATM-PN-0035,0.23,6.79,False,NORMAL
TXN100348,26254.28,18.516266,73.87034,18.503938,73.874035,2026-08-11 09:20:23,ATM-PN-0034,1.43,42.75,False,NORMAL
TXN100032,39432.38,18.523287,73.872002,18.524996,73.877643,2026-08-11 09:22:36,ATM-PN-0024,0.62,18.73,False,NORMAL
TXN100843,8874.96,18.525154,73.861766,18.521692,73.864171,2026-08-11 10:36:13,ATM-PN-0040,0.46,13.83,False,NORMAL
TXN100838,32435.4,18.521457,73.858705,17.316649,77.137053,2026-08-11 11:12:53,ATM-PN-0042,371.81,11154.43,True,CRITICAL
TXN100285,3518.46,18.519095,73.85827,18.513807,73.856431,2026-08-11 11:39:08,ATM-PN-0018,0.62,18.57,False,NORMAL
TXN100333,15274.56,18.50782,73.849968,18.501046,73.84413,2026-08-11 12:01:06,ATM-PN-0007,0.97,29.18,False,NORMAL
TXN100135,34558.16,18.508179,73.842707,18.506516,73.831489,2026-08-11 12:29:49,ATM-PN-0002,1.2,35.92,False,NORMAL
TXN100954,38946.21,18.512222,73.853084,18.511435,73.852128,2026-08-11 12:45:14,ATM-PN-0023,0.13,4.0,False,NORMAL
TXN100545,2570.4,18.494187,73.859074,18.491431,73.861053,2026-08-11 13:39:44,ATM-PN-0048,0.37,11.12,False,NORMAL
TXN100407,47498.52,18.520981,73.844674,18.514094,73.85211,2026-08-11 13:42:32,ATM-PN-0036,1.1,32.88,False,NORMAL
TXN100028,33082.38,18.519806,73.853497,18.523757,73.852916,2026-08-11 14:14:47,ATM-PN-0018,0.44,13.31,False,NORMAL
TXN100116,17553.48,18.534822,73.859985,18.532236,73.85418,2026-08-11 14:37:21,ATM-PN-0050,0.68,20.29,False,NORMAL
TXN100916,19980.79,18.521338,73.828879,18.519086,73.827786,2026-08-11 15:36:16,ATM-PN-0003,0.28,8.27,False,NORMAL
TXN100149,46729.17,18.532465,73.839524,18.535418,73.834448,2026-08-11 16:26:53,ATM-PN-0003,0.63,18.84,False,NORMAL
TXN100368,2992.36,18.535425,73.838976,18.538624,73.838336,2026-08-11 16:29:11,ATM-PN-0015,0.36,10.86,False,NORMAL
TXN100398,40239.43,18.512465,73.852528,18.504612,73.860815,2026-08-11 17:33:29,ATM-PN-0029,1.24,37.06,False,NORMAL
TXN100065,2593.96,18.503978,73.849239,18.504607,73.848454,2026-08-11 17:44:08,ATM-PN-0002,0.11,3.25,False,NORMAL
TXN100075,7967.62,18.493165,73.858356,18.488871,73.859055,2026-08-11 18:36:27,ATM-PN-0004,0.48,14.49,False,NORMAL
TXN100657,16701.15,18.528395,73.839663,18.596128,77.237246,2026-08-11 19:01:51,ATM-PN-0038,358.21,10746.45,True,CRITICAL
TXN100260,1126.92,18.517764,73.854104,18.521769,73.862478,2026-08-11 20:02:46,ATM-PN-0009,0.99,29.67,False,NORMAL
TXN100604,24421.77,18.510673,73.872787,18.511112,73.872899,2026-08-11 20:31:15,ATM-PN-0024,0.05,1.51,False,NORMAL
TXN100173,25033.23,18.528695,73.851739,18.521106,73.855679,2026-08-11 20:37:00,ATM-PN-0023,0.94,28.22,False,NORMAL
TXN100869,26223.91,18.524931,73.879502,18.529825,73.868818,2026-08-11 21:32:38,ATM-PN-0016,1.25,37.53,False,NORMAL
TXN100253,24996.94,18.522721,73.843122,18.534366,73.839527,2026-08-11 21:59:47,ATM-PN-0008,1.35,40.48,False,NORMAL
TXN100653,19672.85,18.512651,73.864696,18.50061,73.868386,2026-08-11 23:43:06,ATM-PN-0009,1.39,41.83,False,NORMAL
TXN100495,12017.39,18.534369,73.857395,18.541893,73.865413,2026-08-12 01:56:05,ATM-PN-0036,1.19,35.68,False,NORMAL
TXN100072,22389.3,18.502794,73.838048,18.504649,73.838943,2026-08-12 03:37:15,ATM-PN-0020,0.23,6.8,False,NORMAL
TXN100840,10687.35,18.52808,73.857133,18.526048,73.87068,2026-08-12 06:44:14,ATM-PN-0046,1.45,43.38,False,NORMAL
TXN100475,46613.68,18.506927,73.85915,18.514135,73.863601,2026-08-12 06:59:11,ATM-PN-0025,0.93,27.86,False,NORMAL
TXN100900,20488.65,18.537417,73.845746,18.539714,73.834278,2026-08-12 08:20:31,ATM-PN-0026,1.24,37.07,False,NORMAL
TXN100525,36560.09,18.505584,73.871924,18.510742,73.880036,2026-08-12 09:09:10,ATM-PN-0006,1.03,30.9,False,NORMAL
TXN100692,49719.48,18.509345,73.863837,18.50907,73.865513,2026-08-12 09:26:39,ATM-PN-0005,0.18,5.38,False,NORMAL
TXN100399,48595.62,18.514106,73.875585,18.515023,73.87625,2026-08-12 10:30:39,ATM-PN-0050,0.12,3.71,False,NORMAL
TXN100434,27194.66,18.502787,73.855741,18.510061,73.850313,2026-08-12 12:16:35,ATM-PN-0001,0.99,29.73,False,NORMAL
TXN100140,43448.89,18.526158,73.85291,18.522842,73.845954,2026-08-12 12:22:28,ATM-PN-0044,0.82,24.63,False,NORMAL
TXN100402,28125.17,18.518928,73.859458,18.519129,73.858714,2026-08-12 13:12:01,ATM-PN-0037,0.08,2.45,False,NORMAL
TXN100779,28673.34,18.536958,73.847954,18.546528,73.845186,2026-08-12 13:17:40,ATM-PN-0014,1.1,33.1,False,NORMAL
TXN100905,16640.94,18.507302,73.865129,18.497072,73.862531,2026-08-12 15:40:48,ATM-PN-0002,1.17,35.1,False,NORMAL
TXN100617,45926.75,18.502561,73.863519,18.511485,73.866,2026-08-12 15:57:34,ATM-PN-0041,1.03,30.79,False,NORMAL
TXN100716,14012.15,18.52098,73.860503,18.512587,73.855498,2026-08-12 16:05:19,ATM-PN-0042,1.07,32.16,False,NORMAL
TXN100240,39886.06,18.533688,73.863115,18.539231,73.855079,2026-08-12 18:00:32,ATM-PN-0026,1.05,31.43,False,NORMAL
TXN100799,35857.37,18.506966,73.843964,18.495962,73.844848,2026-08-12 19:01:45,ATM-PN-0034,1.23,36.81,False,NORMAL
TXN100765,36937.15,18.516388,73.854029,18.5139,73.844207,2026-08-12 19:56:42,ATM-PN-0017,1.07,32.16,False,NORMAL
TXN100289,13693.09,18.530797,73.840148,18.530049,73.838958,2026-08-12 20:43:54,ATM-PN-0048,0.15,4.52,False,NORMAL
TXN100937,14778.53,18.508948,73.849534,18.501053,73.838365,2026-08-12 22:46:46,ATM-PN-0002,1.47,44.07,False,NORMAL
TXN100271,42525.8,18.532927,73.845823,18.532916,73.845805,2026-08-13 01:28:37,ATM-PN-0047,0.0,0.07,False,NORMAL
TXN100449,30514.99,18.519329,73.856682,18.517171,73.870221,2026-08-13 01:41:16,ATM-PN-0013,1.45,43.43,False,NORMAL
TXN100235,28850.41,18.507947,73.858368,18.504445,73.871821,2026-08-13 01:50:21,ATM-PN-0033,1.47,44.13,False,NORMAL
TXN100219,40102.48,18.528483,73.858186,18.532068,73.861287,2026-08-13 02:04:25,ATM-PN-0048,0.52,15.47,False,NORMAL
TXN100978,40899.32,18.506259,73.846543,18.501623,73.857663,2026-08-13 02:18:25,ATM-PN-0019,1.28,38.43,False,NORMAL
TXN100728,43236.74,18.522819,73.858853,16.651521,74.353568,2026-08-13 02:49:36,ATM-PN-0037,214.58,6437.53,True,CRITICAL
TXN100766,30515.54,18.518977,73.855762,17.064975,75.850627,2026-08-13 03:23:29,ATM-PN-0043,265.98,7979.43,True,CRITICAL
TXN100234,40769.73,18.527419,73.844177,18.529228,73.835605,2026-08-13 03:26:55,ATM-PN-0004,0.93,27.78,False,NORMAL
TXN100472,18476.66,18.518764,73.871025,18.522678,73.866211,2026-08-13 03:44:23,ATM-PN-0038,0.67,20.06,False,NORMAL
TXN100053,21877.89,18.520891,73.855662,18.521951,73.856326,2026-08-13 04:15:44,ATM-PN-0048,0.14,4.11,False,NORMAL
TXN100761,6366.36,18.523213,73.851428,18.520382,73.845693,2026-08-13 04:36:25,ATM-PN-0046,0.68,20.45,False,NORMAL
TXN100420,43673.66,18.52192,73.838342,18.514911,73.835098,2026-08-13 05:14:33,ATM-PN-0010,0.85,25.53,False,NORMAL
TXN100775,49901.23,18.513558,73.829876,18.515656,73.839064,2026-08-13 06:23:36,ATM-PN-0001,1.0,29.89,False,NORMAL
TXN100515,16572.26,18.513584,73.861363,18.516184,73.862808,2026-08-13 06:45:48,ATM-PN-0031,0.33,9.8,False,NORMAL
TXN100456,11845.77,18.530261,73.888336,18.529945,73.891769,2026-08-13 09:47:33,ATM-PN-0016,0.36,10.91,False,NORMAL
TXN100859,12095.77,18.504177,73.876604,18.503354,73.872372,2026-08-13 10:42:21,ATM-PN-0032,0.46,13.67,False,NORMAL
TXN100666,24185.43,18.521774,73.854624,18.524212,73.856849,2026-08-13 11:18:03,ATM-PN-0049,0.36,10.76,False,NORMAL
TXN100020,4475.61,18.543107,73.876618,18.536372,73.881953,2026-08-13 11:53:33,ATM-PN-0022,0.94,28.1,False,NORMAL
TXN100146,5476.97,18.508077,73.854963,18.50694,73.849196,2026-08-13 11:58:41,ATM-PN-0050,0.62,18.63,False,NORMAL
TXN100504,23668.93,18.535104,73.851119,18.541291,73.839608,2026-08-13 12:13:59,ATM-PN-0041,1.39,41.85,False,NORMAL
TXN100641,11054.98,18.522374,73.862738,18.526613,73.861729,2026-08-13 12:30:07,ATM-PN-0003,0.48,14.5,False,NORMAL
TXN100413,21701.22,18.509868,73.870982,18.507874,73.875732,2026-08-13 12:44:57,ATM-PN-0001,0.55,16.43,False,NORMAL
TXN100180,18283.35,18.525954,73.848558,18.520924,73.84742,2026-08-13 14:35:16,ATM-PN-0017,0.57,17.16,False,NORMAL
TXN100943,41070.39,18.521743,73.86643,18.522387,73.855978,2026-08-13 17:23:33,ATM-PN-0031,1.1,33.13,False,NORMAL
TXN100354,39345.62,18.495798,73.86583,18.494094,73.874447,2026-08-13 17:26:17,ATM-PN-0032,0.93,27.85,False,NORMAL
TXN100308,31442.0,18.506059,73.857603,18.506589,73.856486,2026-08-13 18:12:33,ATM-PN-0031,0.13,3.95,False,NORMAL
TXN100578,2679.48,18.528106,73.855266,18.527521,73.856797,2026-08-13 21:12:34,ATM-PN-0039,0.17,5.22,False,NORMAL
TXN100834,24318.23,18.520061,73.851487,18.520938,73.851754,2026-08-13 22:19:13,ATM-PN-0020,0.1,3.05,False,NORMAL
TXN100068,16986.9,18.511079,73.856058,18.508843,73.859798,2026-08-14 00:19:24,ATM-PN-0011,0.47,13.99,False,NORMAL
TXN100390,48232.35,18.502465,73.838558,18.503799,73.830075,2026-08-14 00:59:12,ATM-PN-0019,0.91,27.2,False,NORMAL
TXN100484,14834.97,18.513836,73.852592,18.518588,73.863675,2026-08-14 01:06:38,ATM-PN-0041,1.28,38.47,False,NORMAL
TXN100352,13010.55,18.52223,73.854363,18.526513,73.858801,2026-08-14 01:37:52,ATM-PN-0045,0.67,20.03,False,NORMAL
TXN100089,25910.96,18.50224,73.855272,17.166554,74.319588,2026-08-14 02:02:34,ATM-PN-0028,156.44,4693.26,True,CRITICAL
TXN100835,38216.59,18.525833,73.848396,18.518171,73.84207,2026-08-14 02:05:31,ATM-PN-0033,1.08,32.46,False,NORMAL
TXN100622,42893.82,18.52394,73.83373,18.530916,73.840637,2026-08-14 02:49:55,ATM-PN-0009,1.06,31.92,False,NORMAL
TXN100178,15507.81,18.503108,73.850948,18.505463,73.849307,2026-08-14 02:59:34,ATM-PN-0001,0.31,9.42,False,NORMAL
TXN100718,3116.19,18.517287,73.856369,18.518762,73.857492,2026-08-14 03:22:03,ATM-PN-0005,0.2,6.07,False,NORMAL
TXN100092,22705.77,18.517061,73.853082,18.516544,73.851181,2026-08-14 03:57:28,ATM-PN-0001,0.21,6.26,False,NORMAL
TXN100324,3282.19,18.526965,73.850562,18.522063,73.855802,2026-08-14 04:34:21,ATM-PN-0011,0.78,23.28,False,NORMAL
TXN100492,16563.42,18.526049,73.86106,18.525024,73.859867,2026-08-14 05:12:36,ATM-PN-0011,0.17,5.09,False,NORMAL
TXN100257,14234.65,18.514219,73.867237,18.508811,73.862143,2026-08-14 05:15:49,ATM-PN-0020,0.81,24.19,False,NORMAL
TXN100569,17227.87,18.524379,73.84816,18.523229,73.85035,2026-08-14 05:30:11,ATM-PN-0044,0.26,7.92,False,NORMAL
TXN100210,39985.43,18.520903,73.85135,18.524099,73.864359,2026-08-14 05:50:02,ATM-PN-0045,1.42,42.51,False,NORMAL
TXN100033,40421.18,18.532352,73.856758,18.52128,73.858095,2026-08-14 07:05:19,ATM-PN-0048,1.24,37.18,False,NORMAL
TXN100767,15474.11,18.505549,73.842749,18.503046,73.840281,2026-08-14 08:20:10,ATM-PN-0026,0.38,11.43,False,NORMAL
TXN100273,48740.46,18.514591,73.854386,18.508001,73.861558,2026-08-14 09:52:11,ATM-PN-0006,1.05,31.59,False,NORMAL
TXN100649,12943.4,18.53546,73.871581,18.536696,73.876605,2026-08-14 10:10:37,ATM-PN-0040,0.55,16.42,False,NORMAL
TXN100014,46745.3,18.529095,73.854837,18.519908,73.860572,2026-08-14 10:57:42,ATM-PN-0033,1.19,35.61,False,NORMAL
TXN100524,17810.96,18.522268,73.86368,18.527321,73.873267,2026-08-14 11:11:54,ATM-PN-0029,1.16,34.69,False,NORMAL
TXN100108,18862.74,18.517482,73.872532,18.51551,73.873209,2026-08-14 11:45:25,ATM-PN-0029,0.23,6.92,False,NORMAL
TXN100596,45798.34,18.527965,73.845322,18.525421,73.832245,2026-08-14 11:52:29,ATM-PN-0006,1.41,42.22,False,NORMAL
TXN100080,28166.64,18.519845,73.853911,18.528099,73.859038,2026-08-14 12:06:00,ATM-PN-0042,1.07,31.95,False,NORMAL
TXN100197,22135.87,18.517649,73.856377,22.266752,75.243361,2026-08-14 12:48:06,ATM-PN-0005,441.22,13236.68,True,CRITICAL
TXN100023,39909.1,18.530948,73.839777,18.542651,73.843446,2026-08-14 13:03:42,ATM-PN-0019,1.36,40.73,False,NORMAL
TXN100594,40587.05,18.537807,73.865211,18.538053,73.856937,2026-08-14 13:10:34,ATM-PN-0049,0.87,26.18,False,NORMAL
TXN100741,2590.5,18.526412,73.865504,18.521825,73.859324,2026-08-14 14:24:30,ATM-PN-0047,0.83,24.82,False,NORMAL
TXN100412,24550.13,18.515356,73.849914,18.515684,73.850847,2026-08-14 15:23:02,ATM-PN-0022,0.1,3.15,False,NORMAL
TXN100418,38721.17,18.535758,73.852146,18.536584,73.857287,2026-08-14 15:57:17,ATM-PN-0047,0.55,16.49,False,NORMAL
TXN100004,48114.6,18.520798,73.860956,19.940406,74.828678,2026-08-14 16:17:21,ATM-PN-0037,187.72,5631.68,True,CRITICAL
TXN100636,33532.16,18.528182,73.859054,18.528742,73.857476,2026-08-14 17:28:03,ATM-PN-0030,0.18,5.33,False,NORMAL
TXN100503,18634.52,18.522515,73.841749,18.406415,77.121742,2026-08-14 17:57:19,ATM-PN-0039,346.18,10385.38,True,CRITICAL
TXN100189,5267.54,18.522678,73.85024,18.532296,73.858316,2026-08-14 18:01:16,ATM-PN-0010,1.37,41.01,False,NORMAL
TXN100961,46640.35,18.517756,73.856272,18.80403,69.635215,2026-08-14 18:01:30,ATM-PN-0031,445.81,13374.39,True,CRITICAL
TXN100863,30915.6,18.524957,73.878399,18.519208,73.865978,2026-08-14 18:09:07,ATM-PN-0044,1.46,43.72,False,NORMAL
TXN100821,27813.4,18.52031,73.836012,18.523512,73.83824,2026-08-14 19:10:28,ATM-PN-0034,0.43,12.8,False,NORMAL
TXN100777,16515.15,18.52726,73.856579,18.53713,73.864765,2026-08-14 21:16:01,ATM-PN-0002,1.4,41.89,False,NORMAL
TXN100417,2314.49,18.498414,73.835206,18.500824,73.845869,2026-08-14 21:23:52,ATM-PN-0017,1.16,34.68,False,NORMAL
TXN100056,18694.27,18.524977,73.878881,18.525802,73.877608,2026-08-14 21:45:02,ATM-PN-0049,0.16,4.88,False,NORMAL
TXN100893,44796.79,18.510677,73.844241,18.51301,73.853167,2026-08-14 22:56:46,ATM-PN-0029,0.98,29.29,False,NORMAL
TXN100201,7059.1,18.527095,73.862348,18.526492,73.867438,2026-08-14 22:57:59,ATM-PN-0012,0.54,16.22,False,NORMAL
TXN100083,41838.43,18.524763,73.861004,18.524942,73.859575,2026-08-14 23:05:25,ATM-PN-0034,0.15,4.56,False,NORMAL
TXN100195,41134.67,18.523297,73.852716,18.524135,73.85086,2026-08-15 00:19:59,ATM-PN-0005,0.22,6.5,False,NORMAL
TXN100759,23390.03,18.517118,73.853351,18.519738,73.85508,2026-08-15 00:49:34,ATM-PN-0017,0.34,10.31,False,NORMAL
TXN100566,37004.68,18.520102,73.864364,18.52192,73.858022,2026-08-15 01:40:08,ATM-PN-0014,0.7,20.96,False,NORMAL
TXN100851,26937.42,18.536252,73.831187,18.538261,73.834591,2026-08-15 01:55:09,ATM-PN-0005,0.42,12.68,False,NORMAL
TXN100015,43330.4,18.531037,73.85094,18.526835,73.843963,2026-08-15 03:17:58,ATM-PN-0029,0.87,26.14,False,NORMAL
TXN100059,48604.61,18.523654,73.864653,18.523601,73.863663,2026-08-15 03:27:03,ATM-PN-0006,0.1,3.14,False,NORMAL
TXN100856,41688.15,18.49618,73.845517,18.497208,73.84573,2026-08-15 04:11:18,ATM-PN-0043,0.12,3.49,False,NORMAL
TXN100558,3225.66,18.518626,73.876051,19.13787,75.381028,2026-08-15 05:26:05,ATM-PN-0023,172.71,5181.29,True,CRITICAL
TXN100501,5967.97,18.502471,73.853514,18.499711,73.849955,2026-08-15 05:52:18,ATM-PN-0034,0.48,14.54,False,NORMAL
TXN100293,30899.67,18.526741,73.857788,18.523567,73.863722,2026-08-15 06:15:44,ATM-PN-0009,0.72,21.55,False,NORMAL
TXN100252,10669.56,18.524517,73.878263,18.532654,73.869771,2026-08-15 07:37:55,ATM-PN-0039,1.27,38.19,False,NORMAL
TXN100397,45838.66,18.507342,73.838302,18.503365,73.847078,2026-08-15 08:02:56,ATM-PN-0008,1.03,30.77,False,NORMAL
TXN100207,30358.96,18.505293,73.855639,17.640521,76.636351,2026-08-15 09:31:31,ATM-PN-0045,309.27,9278.06,True,CRITICAL
TXN100644,34828.42,18.520339,73.848328,18.518652,73.8566,2026-08-15 10:09:18,ATM-PN-0050,0.89,26.76,False,NORMAL
TXN100310,19381.54,18.528951,73.846506,18.525342,73.850508,2026-08-15 10:19:09,ATM-PN-0012,0.58,17.47,False,NORMAL
TXN100553,8415.03,18.534211,73.85928,18.524167,73.850282,2026-08-15 10:58:17,ATM-PN-0036,1.47,43.96,False,NORMAL
TXN100953,44389.22,18.530972,73.874469,18.524353,73.872991,2026-08-15 11:01:54,ATM-PN-0038,0.75,22.57,False,NORMAL
TXN100160,7917.69,18.517927,73.855654,18.511796,73.852476,2026-08-15 11:12:43,ATM-PN-0021,0.76,22.79,False,NORMAL
TXN100839,9875.1,18.520814,73.868882,18.520168,73.86856,2026-08-15 11:41:35,ATM-PN-0031,0.08,2.38,False,NORMAL
TXN100734,20413.9,18.508154,73.87742,18.510406,73.884739,2026-08-15 12:13:39,ATM-PN-0040,0.81,24.34,False,NORMAL
TXN100162,36302.36,18.512035,73.857165,18.514222,73.850993,2026-08-15 12:51:56,ATM-PN-0026,0.69,20.84,False,NORMAL
TXN100730,38362.74,18.525536,73.840617,18.520997,73.840534,2026-08-15 13:25:48,ATM-PN-0022,0.5,15.14,False,NORMAL
TXN100669,40535.4,18.500548,73.850824,21.723949,72.635893,2026-08-15 15:10:12,ATM-PN-0005,380.21,11406.15,True,CRITICAL
TXN100216,25273.06,18.503318,73.851842,18.494457,73.846028,2026-08-15 15:20:32,ATM-PN-0023,1.16,34.81,False,NORMAL
TXN100743,12184.04,18.502585,73.839251,18.50883,73.829258,2026-08-15 15:42:03,ATM-PN-0037,1.26,37.86,False,NORMAL
TXN100973,46230.45,18.499736,73.86417,18.49705,73.862705,2026-08-15 16:11:49,ATM-PN-0005,0.34,10.09,False,NORMAL
TXN100707,38280.58,18.519326,73.832601,18.519717,73.831719,2026-08-15 16:21:05,ATM-PN-0034,0.1,3.08,False,NORMAL
TXN100519,33844.94,18.512058,73.875005,18.517446,73.883166,2026-08-15 16:29:32,ATM-PN-0026,1.05,31.46,False,NORMAL
TXN100330,32544.89,18.532155,73.850798,18.532257,73.850731,2026-08-15 16:50:31,ATM-PN-0039,0.01,0.4,False,NORMAL
TXN100074,27938.66,18.515984,73.849678,18.509319,73.851356,2026-08-15 17:27:19,ATM-PN-0048,0.76,22.86,False,NORMAL
TXN100508,5653.07,18.520087,73.830672,18.511572,73.835101,2026-08-15 17:29:32,ATM-PN-0012,1.06,31.67,False,NORMAL
TXN100003,27229.09,18.495893,73.870693,18.495135,73.876373,2026-08-15 17:32:58,ATM-PN-0029,0.6,18.15,False,NORMAL
TXN100703,4347.9,18.525754,73.861863,18.527735,73.852242,2026-08-15 18:15:09,ATM-PN-0050,1.04,31.14,False,NORMAL
TXN100297,29653.03,18.530652,73.852882,18.532432,73.86394,2026-08-15 19:05:30,ATM-PN-0012,1.18,35.48,False,NORMAL
TXN100099,9522.76,18.511708,73.841924,18.498574,73.843804,2026-08-15 19:34:18,ATM-PN-0009,1.47,44.21,False,NORMAL
TXN100549,45231.94,18.515308,73.879714,18.510733,73.867538,2026-08-15 20:17:06,ATM-PN-0030,1.38,41.43,False,NORMAL
